"Job","Panel","Start time","End time","Time","EndTo1st","EndTo1stEnd","EndTo2nd","EndTo2ndEnd","EndTo3rd","EndTo3rdEnd"
"","1","2024-07-02 21:40:05","2024-07-02 21:40:32","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:40:54","2024-07-02 21:40:54","00:00:00","22","22","","","",""
"","1","2024-07-02 21:40:54","2024-07-02 21:40:54","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 21:40:40","2024-07-02 21:41:56","00:01:16","-14","13","27","62","",""
"","1","2024-07-02 21:40:40","2024-07-02 21:41:07","27"
"","2","2024-07-02 21:41:21","2024-07-02 21:41:56","35"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:42:10","2024-07-02 21:42:10","00:00:00","14","14","","","",""
"","1","2024-07-02 21:42:10","2024-07-02 21:42:10","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:42:03","2024-07-02 21:42:29","00:00:26","-7","19","","","",""
"","1","2024-07-02 21:42:03","2024-07-02 21:42:29","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:42:51","2024-07-02 21:42:51","00:00:00","22","22","","","",""
"","1","2024-07-02 21:42:51","2024-07-02 21:42:51","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:42:38","2024-07-02 21:43:04","00:00:26","-13","13","","","",""
"","1","2024-07-02 21:42:38","2024-07-02 21:43:04","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:43:32","2024-07-02 21:43:32","00:00:00","28","28","","","",""
"","1","2024-07-02 21:43:32","2024-07-02 21:43:32","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:43:18","2024-07-02 21:43:51","00:00:33","-14","19","","","",""
"","1","2024-07-02 21:43:18","2024-07-02 21:43:51","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:44:12","2024-07-02 21:44:12","00:00:00","21","21","","","",""
"","1","2024-07-02 21:44:12","2024-07-02 21:44:12","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:43:59","2024-07-02 21:44:26","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:43:59","2024-07-02 21:44:26","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:44:57","2024-07-02 21:44:57","00:00:00","31","31","","","",""
"","1","2024-07-02 21:44:57","2024-07-02 21:44:57","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:44:44","2024-07-02 21:45:11","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:44:44","2024-07-02 21:45:11","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:45:37","2024-07-02 21:45:37","00:00:00","26","26","","","",""
"","1","2024-07-02 21:45:37","2024-07-02 21:45:37","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 21:45:24","2024-07-02 21:46:38","00:01:14","-13","15","34","61","",""
"","1","2024-07-02 21:45:24","2024-07-02 21:45:52","28"
"","2","2024-07-02 21:46:11","2024-07-02 21:46:38","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:46:52","2024-07-02 21:46:52","00:00:00","14","14","","","",""
"","1","2024-07-02 21:46:52","2024-07-02 21:46:52","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:46:45","2024-07-02 21:47:12","00:00:27","-7","20","","","",""
"","1","2024-07-02 21:46:45","2024-07-02 21:47:12","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:47:32","2024-07-02 21:47:32","00:00:00","20","20","","","",""
"","1","2024-07-02 21:47:32","2024-07-02 21:47:32","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:47:19","2024-07-02 21:47:46","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:47:19","2024-07-02 21:47:46","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:48:13","2024-07-02 21:48:13","00:00:00","27","27","","","",""
"","1","2024-07-02 21:48:13","2024-07-02 21:48:13","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:48:00","2024-07-02 21:48:34","00:00:34","-13","21","","","",""
"","1","2024-07-02 21:48:00","2024-07-02 21:48:34","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:48:58","2024-07-02 21:48:58","00:00:00","24","24","","","",""
"","1","2024-07-02 21:48:58","2024-07-02 21:48:58","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:48:45","2024-07-02 21:49:12","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:48:45","2024-07-02 21:49:12","27"
"ECH3ESN00003 T&B B A1-LCR","3","2024-07-02 21:49:19","2024-07-02 21:50:34","00:01:15","7","7","29","29","82","82"
"","1","2024-07-02 21:49:19","2024-07-02 21:49:19","0"
"","2","2024-07-02 21:49:41","2024-07-02 21:49:41","0"
"","3","2024-07-02 21:50:34","2024-07-02 21:50:34","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:50:21","2024-07-02 21:50:49","00:00:28","-13","15","","","",""
"","1","2024-07-02 21:50:21","2024-07-02 21:50:49","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:51:17","2024-07-02 21:51:17","00:00:00","28","28","","","",""
"","1","2024-07-02 21:51:17","2024-07-02 21:51:17","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:51:00","2024-07-02 21:51:28","00:00:28","-17","11","","","",""
"","1","2024-07-02 21:51:00","2024-07-02 21:51:28","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:51:54","2024-07-02 21:51:54","00:00:00","26","26","","","",""
"","1","2024-07-02 21:51:54","2024-07-02 21:51:54","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:51:41","2024-07-02 21:52:07","00:00:26","-13","13","","","",""
"","1","2024-07-02 21:51:41","2024-07-02 21:52:07","26"
"ECH3ESN00003 T&B B A1-LCR","5","2024-07-02 21:52:22","2024-07-02 21:54:15","00:01:53","15","15","38","38","74","74"
"","1","2024-07-02 21:52:22","2024-07-02 21:52:22","0"
"","2","2024-07-02 21:52:45","2024-07-02 21:52:45","0"
"","3","2024-07-02 21:53:21","2024-07-02 21:53:21","0"
"","4","2024-07-02 21:53:46","2024-07-02 21:53:46","0"
"","5","2024-07-02 21:54:15","2024-07-02 21:54:15","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:54:02","2024-07-02 21:54:29","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:54:02","2024-07-02 21:54:29","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:54:50","2024-07-02 21:54:50","00:00:00","21","21","","","",""
"","1","2024-07-02 21:54:50","2024-07-02 21:54:50","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:54:36","2024-07-02 21:55:10","00:00:34","-14","20","","","",""
"","1","2024-07-02 21:54:36","2024-07-02 21:55:10","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:55:30","2024-07-02 21:55:30","00:00:00","20","20","","","",""
"","1","2024-07-02 21:55:30","2024-07-02 21:55:30","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:55:17","2024-07-02 21:55:44","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:55:17","2024-07-02 21:55:44","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:56:11","2024-07-02 21:56:11","00:00:00","27","27","","","",""
"","1","2024-07-02 21:56:11","2024-07-02 21:56:11","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:55:58","2024-07-02 21:56:25","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:55:58","2024-07-02 21:56:25","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:56:52","2024-07-02 21:56:52","00:00:00","27","27","","","",""
"","1","2024-07-02 21:56:52","2024-07-02 21:56:52","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:56:38","2024-07-02 21:57:06","00:00:28","-14","14","","","",""
"","1","2024-07-02 21:56:38","2024-07-02 21:57:06","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:57:32","2024-07-02 21:57:32","00:00:00","26","26","","","",""
"","1","2024-07-02 21:57:32","2024-07-02 21:57:32","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:57:19","2024-07-02 21:57:47","00:00:28","-13","15","","","",""
"","1","2024-07-02 21:57:19","2024-07-02 21:57:47","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:58:23","2024-07-02 21:58:23","00:00:00","36","36","","","",""
"","1","2024-07-02 21:58:23","2024-07-02 21:58:23","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:58:05","2024-07-02 21:58:32","00:00:27","-18","9","","","",""
"","1","2024-07-02 21:58:05","2024-07-02 21:58:32","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 21:58:54","2024-07-02 21:58:54","00:00:00","22","22","","","",""
"","1","2024-07-02 21:58:54","2024-07-02 21:58:54","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 21:58:41","2024-07-02 21:59:08","00:00:27","-13","14","","","",""
"","1","2024-07-02 21:58:41","2024-07-02 21:59:08","27"
"ECH3ESN00003 T&B B A1-LCR","3","2024-07-02 21:59:16","2024-07-02 21:59:58","00:00:42","8","8","29","29","50","50"
"","1","2024-07-02 21:59:16","2024-07-02 21:59:16","0"
"","2","2024-07-02 21:59:37","2024-07-02 21:59:37","0"
"","3","2024-07-02 21:59:58","2024-07-02 21:59:58","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 22:00:27","2024-07-02 22:01:41","00:01:14","29","61","76","103","",""
"","1","2024-07-02 22:00:27","2024-07-02 22:00:59","32"
"","2","2024-07-02 22:01:14","2024-07-02 22:01:41","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:01:51","2024-07-02 22:01:51","00:00:00","10","10","","","",""
"","1","2024-07-02 22:01:51","2024-07-02 22:01:51","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:01:48","2024-07-02 22:02:15","00:00:27","-3","24","","","",""
"","1","2024-07-02 22:01:48","2024-07-02 22:02:15","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:02:31","2024-07-02 22:02:31","00:00:00","16","16","","","",""
"","1","2024-07-02 22:02:31","2024-07-02 22:02:31","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:02:22","2024-07-02 22:02:50","00:00:28","-9","19","","","",""
"","1","2024-07-02 22:02:22","2024-07-02 22:02:50","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:03:12","2024-07-02 22:03:12","00:00:00","22","22","","","",""
"","1","2024-07-02 22:03:12","2024-07-02 22:03:12","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:02:59","2024-07-02 22:03:34","00:00:35","-13","22","","","",""
"","1","2024-07-02 22:02:59","2024-07-02 22:03:34","35"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:04:49","2024-07-02 22:04:49","00:00:00","75","75","","","",""
"","1","2024-07-02 22:04:49","2024-07-02 22:04:49","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:04:47","2024-07-02 22:05:14","00:00:27","-2","25","","","",""
"","1","2024-07-02 22:04:47","2024-07-02 22:05:14","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:05:22","2024-07-02 22:05:22","00:00:00","8","8","","","",""
"","1","2024-07-02 22:05:22","2024-07-02 22:05:22","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:05:20","2024-07-02 22:05:47","00:00:27","-2","25","","","",""
"","1","2024-07-02 22:05:20","2024-07-02 22:05:47","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:05:53","2024-07-02 22:05:53","00:00:00","6","6","","","",""
"","1","2024-07-02 22:05:53","2024-07-02 22:05:53","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:05:52","2024-07-02 22:06:19","00:00:27","-1","26","","","",""
"","1","2024-07-02 22:05:52","2024-07-02 22:06:19","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:06:26","2024-07-02 22:06:26","00:00:00","7","7","","","",""
"","1","2024-07-02 22:06:26","2024-07-02 22:06:26","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:06:26","2024-07-02 22:07:00","00:00:34","0","34","","","",""
"","1","2024-07-02 22:06:26","2024-07-02 22:07:00","34"
"ECH3ESN00003 T&B B A1-LCR","2","2024-07-02 22:07:00","2024-07-02 22:07:22","00:00:22","0","0","22","22","",""
"","1","2024-07-02 22:07:00","2024-07-02 22:07:00","0"
"","2","2024-07-02 22:07:22","2024-07-02 22:07:22","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:07:07","2024-07-02 22:07:31","00:00:24","-15","9","","","",""
"","1","2024-07-02 22:07:07","2024-07-02 22:07:31","24"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:07:51","2024-07-02 22:07:51","00:00:00","20","20","","","",""
"","1","2024-07-02 22:07:51","2024-07-02 22:07:51","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:07:39","2024-07-02 22:08:06","00:00:27","-12","15","","","",""
"","1","2024-07-02 22:07:39","2024-07-02 22:08:06","27"
"ECH3ESN00003 T&B B A1-LCR","8","2024-07-02 22:08:12","2024-07-02 22:12:00","00:03:48","6","6","53","53","74","74"
"","1","2024-07-02 22:08:12","2024-07-02 22:08:12","0"
"","2","2024-07-02 22:08:59","2024-07-02 22:08:59","0"
"","3","2024-07-02 22:09:20","2024-07-02 22:09:20","0"
"","4","2024-07-02 22:09:42","2024-07-02 22:09:42","0"
"","5","2024-07-02 22:10:03","2024-07-02 22:10:03","0"
"","6","2024-07-02 22:10:24","2024-07-02 22:10:24","0"
"","7","2024-07-02 22:10:46","2024-07-02 22:10:46","0"
"","8","2024-07-02 22:12:00","2024-07-02 22:12:00","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:11:38","2024-07-02 22:12:06","00:00:28","-22","6","","","",""
"","1","2024-07-02 22:11:38","2024-07-02 22:12:06","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:12:41","2024-07-02 22:12:41","00:00:00","35","35","","","",""
"","1","2024-07-02 22:12:41","2024-07-02 22:12:41","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:12:28","2024-07-02 22:12:54","00:00:26","-13","13","","","",""
"","1","2024-07-02 22:12:28","2024-07-02 22:12:54","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:20:31","2024-07-02 22:20:31","00:00:00","457","457","","","",""
"","1","2024-07-02 22:20:31","2024-07-02 22:20:31","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:20:21","2024-07-02 22:20:46","00:00:25","-10","15","","","",""
"","1","2024-07-02 22:20:21","2024-07-02 22:20:46","25"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:20:58","2024-07-02 22:20:58","00:00:00","12","12","","","",""
"","1","2024-07-02 22:20:58","2024-07-02 22:20:58","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:20:53","2024-07-02 22:21:26","00:00:33","-5","28","","","",""
"","1","2024-07-02 22:20:53","2024-07-02 22:21:26","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:21:32","2024-07-02 22:21:32","00:00:00","6","6","","","",""
"","1","2024-07-02 22:21:32","2024-07-02 22:21:32","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:21:32","2024-07-02 22:21:59","00:00:27","0","27","","","",""
"","1","2024-07-02 22:21:32","2024-07-02 22:21:59","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:22:09","2024-07-02 22:22:09","00:00:00","10","10","","","",""
"","1","2024-07-02 22:22:09","2024-07-02 22:22:09","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:22:06","2024-07-02 22:22:33","00:00:27","-3","24","","","",""
"","1","2024-07-02 22:22:06","2024-07-02 22:22:33","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:22:46","2024-07-02 22:22:46","00:00:00","13","13","","","",""
"","1","2024-07-02 22:22:46","2024-07-02 22:22:46","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:22:40","2024-07-02 22:23:08","00:00:28","-6","22","","","",""
"","1","2024-07-02 22:22:40","2024-07-02 22:23:08","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:23:23","2024-07-02 22:23:23","00:00:00","15","15","","","",""
"","1","2024-07-02 22:23:23","2024-07-02 22:23:23","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:23:15","2024-07-02 22:23:42","00:00:27","-8","19","","","",""
"","1","2024-07-02 22:23:15","2024-07-02 22:23:42","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:24:00","2024-07-02 22:24:00","00:00:00","18","18","","","",""
"","1","2024-07-02 22:24:00","2024-07-02 22:24:00","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:23:49","2024-07-02 22:24:16","00:00:27","-11","16","","","",""
"","1","2024-07-02 22:23:49","2024-07-02 22:24:16","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:24:37","2024-07-02 22:24:37","00:00:00","21","21","","","",""
"","1","2024-07-02 22:24:37","2024-07-02 22:24:37","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:24:24","2024-07-02 22:24:50","00:00:26","-13","13","","","",""
"","1","2024-07-02 22:24:24","2024-07-02 22:24:50","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:25:14","2024-07-02 22:25:14","00:00:00","24","24","","","",""
"","1","2024-07-02 22:25:14","2024-07-02 22:25:14","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:25:01","2024-07-02 22:25:34","00:00:33","-13","20","","","",""
"","1","2024-07-02 22:25:01","2024-07-02 22:25:34","33"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:25:59","2024-07-02 22:25:59","00:00:00","25","25","","","",""
"","1","2024-07-02 22:25:59","2024-07-02 22:25:59","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:25:46","2024-07-02 22:26:13","00:00:27","-13","14","","","",""
"","1","2024-07-02 22:25:46","2024-07-02 22:26:13","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:26:36","2024-07-02 22:26:36","00:00:00","23","23","","","",""
"","1","2024-07-02 22:26:36","2024-07-02 22:26:36","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:26:23","2024-07-02 22:26:50","00:00:27","-13","14","","","",""
"","1","2024-07-02 22:26:23","2024-07-02 22:26:50","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:27:13","2024-07-02 22:27:13","00:00:00","23","23","","","",""
"","1","2024-07-02 22:27:13","2024-07-02 22:27:13","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:27:00","2024-07-02 22:27:28","00:00:28","-13","15","","","",""
"","1","2024-07-02 22:27:00","2024-07-02 22:27:28","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:27:50","2024-07-02 22:27:50","00:00:00","22","22","","","",""
"","1","2024-07-02 22:27:50","2024-07-02 22:27:50","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:27:37","2024-07-02 22:28:03","00:00:26","-13","13","","","",""
"","1","2024-07-02 22:27:37","2024-07-02 22:28:03","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:28:29","2024-07-02 22:28:29","00:00:00","26","26","","","",""
"","1","2024-07-02 22:28:29","2024-07-02 22:28:29","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:28:16","2024-07-02 22:28:42","00:00:26","-13","13","","","",""
"","1","2024-07-02 22:28:16","2024-07-02 22:28:42","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:29:08","2024-07-02 22:29:08","00:00:00","26","26","","","",""
"","1","2024-07-02 22:29:08","2024-07-02 22:29:08","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:28:55","2024-07-02 22:29:22","00:00:27","-13","14","","","",""
"","1","2024-07-02 22:28:55","2024-07-02 22:29:22","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:29:52","2024-07-02 22:29:52","00:00:00","30","30","","","",""
"","1","2024-07-02 22:29:52","2024-07-02 22:29:52","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:29:38","2024-07-02 22:30:12","00:00:34","-14","20","","","",""
"","1","2024-07-02 22:29:38","2024-07-02 22:30:12","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:30:34","2024-07-02 22:30:34","00:00:00","22","22","","","",""
"","1","2024-07-02 22:30:34","2024-07-02 22:30:34","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:30:21","2024-07-02 22:30:48","00:00:27","-13","14","","","",""
"","1","2024-07-02 22:30:21","2024-07-02 22:30:48","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:31:11","2024-07-02 22:31:11","00:00:00","23","23","","","",""
"","1","2024-07-02 22:31:11","2024-07-02 22:31:11","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:30:58","2024-07-02 22:31:25","00:00:27","-13","14","","","",""
"","1","2024-07-02 22:30:58","2024-07-02 22:31:25","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:31:48","2024-07-02 22:31:48","00:00:00","23","23","","","",""
"","1","2024-07-02 22:31:48","2024-07-02 22:31:48","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:31:35","2024-07-02 22:32:03","00:00:28","-13","15","","","",""
"","1","2024-07-02 22:31:35","2024-07-02 22:32:03","28"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:32:30","2024-07-02 22:32:30","00:00:00","27","27","","","",""
"","1","2024-07-02 22:32:30","2024-07-02 22:32:30","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:32:17","2024-07-02 22:32:44","00:00:27","-13","14","","","",""
"","1","2024-07-02 22:32:17","2024-07-02 22:32:44","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:33:09","2024-07-02 22:33:09","00:00:00","25","25","","","",""
"","1","2024-07-02 22:33:09","2024-07-02 22:33:09","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:32:56","2024-07-02 22:33:23","00:00:27","-13","14","","","",""
"","1","2024-07-02 22:32:56","2024-07-02 22:33:23","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:33:48","2024-07-02 22:33:48","00:00:00","25","25","","","",""
"","1","2024-07-02 22:33:48","2024-07-02 22:33:48","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:33:35","2024-07-02 22:34:07","00:00:32","-13","19","","","",""
"","1","2024-07-02 22:33:35","2024-07-02 22:34:07","32"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:34:28","2024-07-02 22:34:28","00:00:00","21","21","","","",""
"","1","2024-07-02 22:34:28","2024-07-02 22:34:28","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:34:15","2024-07-02 22:34:42","00:00:27","-13","14","","","",""
"","1","2024-07-02 22:34:15","2024-07-02 22:34:42","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:35:07","2024-07-02 22:35:07","00:00:00","25","25","","","",""
"","1","2024-07-02 22:35:07","2024-07-02 22:35:07","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:34:54","2024-07-02 22:35:21","00:00:27","-13","14","","","",""
"","1","2024-07-02 22:34:54","2024-07-02 22:35:21","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:35:49","2024-07-02 22:35:49","00:00:00","28","28","","","",""
"","1","2024-07-02 22:35:49","2024-07-02 22:35:49","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:35:37","2024-07-02 22:36:03","00:00:26","-12","14","","","",""
"","1","2024-07-02 22:35:37","2024-07-02 22:36:03","26"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:36:30","2024-07-02 22:36:30","00:00:00","27","27","","","",""
"","1","2024-07-02 22:36:30","2024-07-02 22:36:30","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 22:36:17","2024-07-02 22:37:18","00:01:01","-13","15","21","48","",""
"","1","2024-07-02 22:36:17","2024-07-02 22:36:45","28"
"","2","2024-07-02 22:36:51","2024-07-02 22:37:18","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:43:12","2024-07-02 22:43:12","00:00:00","354","354","","","",""
"","1","2024-07-02 22:43:12","2024-07-02 22:43:12","0"
"ECH3ESN00003 T&B T A1-LCR","2","2024-07-02 22:43:33","2024-07-02 22:44:40","00:01:07","21","47","54","88","",""
"","1","2024-07-02 22:43:33","2024-07-02 22:43:59","26"
"","2","2024-07-02 22:44:06","2024-07-02 22:44:40","34"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:44:43","2024-07-02 22:44:43","00:00:00","3","3","","","",""
"","1","2024-07-02 22:44:43","2024-07-02 22:44:43","0"
"ECH3ESN00003 T&B T A1-LCR","1","2024-07-02 22:44:47","2024-07-02 22:45:14","00:00:27","4","31","","","",""
"","1","2024-07-02 22:44:47","2024-07-02 22:45:14","27"
"ECH3ESN00003 T&B B A1-LCR","1","2024-07-02 22:45:23","2024-07-02 22:45:23","00:00:00","9","9","","","",""
